page_id	title	month	month_edits	month_reverts	month_mutual_reverts	month_mutual_reverts_2	month_users	month_users_reg	month_reverting_users	month_mutual_reverting_users	tot_edits	tot_users	n_reverts	tot_edits_reg	tot_users_reg	n_reverts_reg
161973	Accountability	200303	1	0	0	0	1	0	0	0	1	1	0	0	0	0
161973	Accountability	200304	1	0	0	0	1	1	0	0	2	2	0	1	1	0
161973	Accountability	200310	2	0	0	0	2	1	0	0	4	4	0	2	2	0
161973	Accountability	200405	1	0	0	0	1	1	0	0	5	5	0	3	3	0
161973	Accountability	200409	1	0	0	0	1	1	0	0	6	6	0	4	4	0
161973	Accountability	200410	1	0	0	0	1	1	0	0	7	7	0	5	5	0
161973	Accountability	200411	3	0	0	0	3	2	0	0	10	10	0	7	7	0
161973	Accountability	200412	1	0	0	0	1	1	0	0	11	11	0	8	8	0
161973	Accountability	200503	3	1	0	0	2	1	1	0	14	12	1	9	8	0
161973	Accountability	200504	1	0	0	0	1	0	0	0	15	13	1	9	8	0
161973	Accountability	200505	3	0	0	0	1	0	0	0	18	14	1	9	8	0
161973	Accountability	200508	1	0	0	0	1	0	0	0	19	15	1	9	8	0
161973	Accountability	200509	2	1	0	0	2	1	1	0	21	17	2	10	9	0
161973	Accountability	200510	4	0	0	0	4	2	0	0	25	21	2	12	11	0
161973	Accountability	200511	1	0	0	0	1	0	0	0	26	22	2	12	11	0
161973	Accountability	200512	3	0	0	0	2	0	0	0	29	24	2	12	11	0
161973	Accountability	200601	4	1	0	0	4	1	1	0	33	28	3	13	12	0
161973	Accountability	200602	5	2	0	0	3	2	2	0	38	31	5	15	14	0
161973	Accountability	200603	1	0	0	0	1	1	0	0	39	32	5	16	15	0
161973	Accountability	200604	2	1	0	0	2	1	1	0	41	34	6	17	16	0
161973	Accountability	200605	4	0	0	0	2	2	0	0	45	36	6	21	18	0
161973	Accountability	200606	3	1	0	0	2	1	1	0	48	38	7	22	19	0
161973	Accountability	200607	1	0	0	0	1	1	0	0	49	39	7	23	20	0
161973	Accountability	200608	7	0	0	0	2	0	0	0	56	41	7	23	20	0
161973	Accountability	200609	1	0	0	0	1	1	0	0	57	42	7	24	21	0
161973	Accountability	200610	1	0	0	0	1	1	0	0	58	43	7	25	22	0
