page_id	title	month	month_edits	month_reverts	month_mutual_reverts	month_mutual_reverts_2	month_users	month_users_reg	month_reverting_users	month_mutual_reverting_users	tot_edits	tot_users	n_reverts	tot_edits_reg	tot_users_reg	n_reverts_reg
2978950	Accessibilité_du_web	200308	4	0	0	0	4	3	0	0	4	4	0	3	3	0
2978950	Accessibilité_du_web	200311	1	0	0	0	1	1	0	0	5	5	0	4	4	0
2978950	Accessibilité_du_web	200402	1	0	0	0	1	1	0	0	6	6	0	5	5	0
2978950	Accessibilité_du_web	200403	1	0	0	0	1	0	0	0	7	7	0	5	5	0
2978950	Accessibilité_du_web	200404	28	1	0	0	9	5	1	0	35	15	1	13	9	0
2978950	Accessibilité_du_web	200405	6	0	0	0	5	4	0	0	41	19	1	18	12	0
2978950	Accessibilité_du_web	200406	8	0	0	0	5	4	0	0	49	22	1	25	14	0
2978950	Accessibilité_du_web	200407	3	0	0	0	2	2	0	0	52	23	1	28	15	0
2978950	Accessibilité_du_web	200408	1	0	0	0	1	1	0	0	53	23	1	29	15	0
2978950	Accessibilité_du_web	200410	4	0	0	0	2	2	0	0	57	25	1	33	17	0
2978950	Accessibilité_du_web	200411	1	0	0	0	1	1	0	0	58	25	1	34	17	0
2978950	Accessibilité_du_web	200412	2	0	0	0	2	2	0	0	60	27	1	36	19	0
2978950	Accessibilité_du_web	200501	2	0	0	0	1	1	0	0	62	28	1	38	20	0
2978950	Accessibilité_du_web	200502	2	0	0	0	2	1	0	0	64	30	1	39	21	0
2978950	Accessibilité_du_web	200503	2	0	0	0	2	2	0	0	66	30	1	41	21	0
2978950	Accessibilité_du_web	200504	4	0	0	0	3	2	0	0	70	30	1	43	21	0
2978950	Accessibilité_du_web	200505	1	0	0	0	1	1	0	0	71	31	1	44	22	0
2978950	Accessibilité_du_web	200506	3	0	0	0	2	1	0	0	74	33	1	46	23	0
2978950	Accessibilité_du_web	200507	5	0	0	0	3	2	0	0	79	36	1	48	25	0
2978950	Accessibilité_du_web	200508	3	0	0	0	3	3	0	0	82	39	1	51	28	0
2978950	Accessibilité_du_web	200509	35	0	0	0	6	3	0	0	117	45	1	55	31	0
2978950	Accessibilité_du_web	200510	30	0	0	0	3	2	0	0	147	47	1	60	33	0
2978950	Accessibilité_du_web	200511	38	0	0	0	17	5	0	0	185	62	1	74	37	0
2978950	Accessibilité_du_web	200512	4	0	0	0	4	3	0	0	189	64	1	77	38	0
2978950	Accessibilité_du_web	200601	3	0	0	0	3	2	0	0	192	66	1	79	39	0
2978950	Accessibilité_du_web	200603	6	0	0	0	3	1	0	0	198	69	1	80	40	0
2978950	Accessibilité_du_web	200604	5	0	0	0	3	3	0	0	203	72	1	85	43	0
2978950	Accessibilité_du_web	200605	1	0	0	0	1	1	0	0	204	73	1	86	44	0
2978950	Accessibilité_du_web	200606	4	1	0	0	4	1	1	0	208	76	2	87	44	0
2978950	Accessibilité_du_web	200607	1	0	0	0	1	1	0	0	209	77	2	88	45	0
2978950	Accessibilité_du_web	200608	6	0	0	0	4	3	0	0	215	79	2	93	46	0
2978950	Accessibilité_du_web	200609	4	1	0	0	4	3	1	0	219	81	3	96	47	0
2978950	Accessibilité_du_web	200610	10	1	0	0	7	6	1	0	229	84	4	104	49	0
2978950	Accessibilité_du_web	200611	8	0	0	0	6	4	0	0	237	88	4	108	51	0
2978950	Accessibilité_du_web	200612	6	0	0	0	2	2	0	0	243	90	4	114	53	0
2978950	Accessibilité_du_web	200701	2	0	0	0	2	1	0	0	245	91	4	115	53	0
2978950	Accessibilité_du_web	200702	2	0	0	0	2	1	0	0	247	92	4	116	54	0
2978950	Accessibilité_du_web	200703	3	0	0	0	3	2	0	0	250	94	4	118	55	0
2978950	Accessibilité_du_web	200704	3	0	0	0	1	1	0	0	253	94	4	121	55	0
2978950	Accessibilité_du_web	200705	2	0	0	0	2	2	0	0	255	95	4	123	56	0
2978950	Accessibilité_du_web	200706	12	1	0	0	5	4	1	0	267	98	5	134	58	0
2978950	Accessibilité_du_web	200707	5	0	0	0	4	3	0	0	272	100	5	137	59	0
2978950	Accessibilité_du_web	200708	2	0	0	0	2	1	0	0	274	102	5	138	60	0
2978950	Accessibilité_du_web	200709	3	0	0	0	2	2	0	0	277	103	5	141	61	0
2978950	Accessibilité_du_web	200710	1	0	0	0	1	1	0	0	278	104	5	142	62	0
2978950	Accessibilité_du_web	200711	4	0	0	0	3	2	0	0	282	106	5	145	63	0
2978950	Accessibilité_du_web	200712	4	2	0	0	3	2	1	0	286	108	7	148	64	1
2978950	Accessibilité_du_web	200801	1	0	0	0	1	1	0	0	287	109	7	149	65	1
2978950	Accessibilité_du_web	200802	11	3	0	0	8	5	2	0	298	115	10	155	68	1
2978950	Accessibilité_du_web	200803	2	0	0	0	2	2	0	0	300	116	10	157	69	1
2978950	Accessibilité_du_web	200804	120	1	0	0	5	4	1	0	420	119	11	276	71	2
2978950	Accessibilité_du_web	200805	60	14	5	3	13	10	8	3	480	130	25	333	79	14
2978950	Accessibilité_du_web	200806	20	2	0	0	7	6	2	0	500	133	27	350	82	15
2978950	Accessibilité_du_web	200807	1	0	0	0	1	1	0	0	501	134	27	351	83	15
2978950	Accessibilité_du_web	200808	6	1	0	0	5	5	1	0	507	137	28	357	86	16
2978950	Accessibilité_du_web	200810	4	0	0	0	3	3	0	0	511	140	28	361	89	16
2978950	Accessibilité_du_web	200811	5	0	0	0	3	2	0	0	516	142	28	364	90	16
2978950	Accessibilité_du_web	200812	9	0	0	0	4	3	0	0	525	145	28	372	92	16
2978950	Accessibilité_du_web	200901	1	0	0	0	1	1	0	0	526	146	28	373	93	16
2978950	Accessibilité_du_web	200902	12	1	0	0	8	5	1	0	538	152	29	380	96	16
2978950	Accessibilité_du_web	200903	5	1	0	0	4	4	1	0	543	154	30	385	98	17
2978950	Accessibilité_du_web	200905	3	1	0	0	2	1	1	0	546	155	31	387	98	17
2978950	Accessibilité_du_web	200906	10	0	0	0	2	2	0	0	556	156	31	397	99	17
2978950	Accessibilité_du_web	200907	1	0	0	0	1	0	0	0	557	157	31	397	99	17
2978950	Accessibilité_du_web	200908	1	0	0	0	1	1	0	0	558	158	31	398	100	17
2978950	Accessibilité_du_web	200909	16	2	0	0	4	3	2	0	574	160	33	413	101	18
2978950	Accessibilité_du_web	200910	4	1	0	0	3	2	1	0	578	162	34	416	102	18
2978950	Accessibilité_du_web	200912	3	0	0	0	2	2	0	0	581	164	34	419	104	18
2978950	Accessibilité_du_web	201001	16	2	0	0	4	3	1	0	597	165	36	430	105	18
2978950	Accessibilité_du_web	201002	2	0	0	0	2	1	0	0	599	165	36	431	105	18
2978950	Accessibilité_du_web	201003	6	1	0	0	3	3	1	0	605	167	37	437	107	19
2978950	Accessibilité_du_web	201004	35	1	0	0	4	4	1	0	640	168	38	472	108	20
2978950	Accessibilité_du_web	201005	9	1	0	0	2	2	1	0	649	168	39	481	108	21
2978950	Accessibilité_du_web	201006	1	0	0	0	1	1	0	0	650	169	39	482	109	21
2978950	Accessibilité_du_web	201007	9	3	0	0	7	7	3	0	659	174	42	491	114	24
2978950	Accessibilité_du_web	201008	2	0	0	0	2	2	0	0	661	176	42	493	116	24
2978950	Accessibilité_du_web	201009	2	0	0	0	2	1	0	0	663	178	42	494	117	24
2978950	Accessibilité_du_web	201011	8	0	0	0	4	4	0	0	671	180	42	502	119	24
2978950	Accessibilité_du_web	201101	4	0	0	0	4	4	0	0	675	183	42	506	122	24
2978950	Accessibilité_du_web	201102	2	0	0	0	1	0	0	0	677	184	42	506	122	24
2978950	Accessibilité_du_web	201103	1	0	0	0	1	1	0	0	678	185	42	507	123	24
2978950	Accessibilité_du_web	201104	1	0	0	0	1	1	0	0	679	186	42	508	124	24
2978950	Accessibilité_du_web	201105	8	0	0	0	5	3	0	0	687	190	42	513	126	24
2978950	Accessibilité_du_web	201107	3	0	0	0	2	2	0	0	690	191	42	516	127	24
2978950	Accessibilité_du_web	201108	2	0	0	0	2	2	0	0	692	193	42	518	129	24
2978950	Accessibilité_du_web	201112	13	2	0	0	4	2	1	0	705	196	44	524	130	25
2978950	Accessibilité_du_web	201201	1	0	0	0	1	1	0	0	706	197	44	525	131	25
2978950	Accessibilité_du_web	201202	4	1	0	0	4	3	1	0	710	200	45	528	133	26
2978950	Accessibilité_du_web	201203	6	2	0	0	5	5	1	0	716	203	47	534	136	28
2978950	Accessibilité_du_web	201204	16	2	1	0	4	4	2	1	732	204	49	550	137	30
2978950	Accessibilité_du_web	201205	2	0	0	0	2	0	0	0	734	206	49	550	137	30
2978950	Accessibilité_du_web	201206	2	0	0	0	2	2	0	0	736	206	49	552	137	30
2978950	Accessibilité_du_web	201207	2	1	0	0	2	2	1	0	738	206	50	554	137	31
2978950	Accessibilité_du_web	201208	1	0	0	0	1	0	0	0	739	207	50	554	137	31
2978950	Accessibilité_du_web	201302	1	0	0	0	1	1	0	0	740	208	50	555	138	31
2978950	Accessibilité_du_web	201303	2	0	0	0	2	2	0	0	742	210	50	557	140	31
2978950	Accessibilité_du_web	201305	1	0	0	0	1	1	0	0	743	211	50	558	141	31
2978950	Accessibilité_du_web	201307	1	0	0	0	1	1	0	0	744	212	50	559	142	31
2978950	Accessibilité_du_web	201309	3	0	0	0	2	2	0	0	747	213	50	562	143	31
2978950	Accessibilité_du_web	201310	1	0	0	0	1	1	0	0	748	214	50	563	144	31
2978950	Accessibilité_du_web	201401	1	0	0	0	1	1	0	0	749	214	50	564	144	31
2978950	Accessibilité_du_web	201402	1	0	0	0	1	1	0	0	750	215	50	565	145	31
2978950	Accessibilité_du_web	201403	1	0	0	0	1	0	0	0	751	216	50	565	145	31
2978950	Accessibilité_du_web	201405	2	1	0	0	2	2	1	0	753	217	51	567	146	32
2978950	Accessibilité_du_web	201406	1	0	0	0	1	1	0	0	754	218	51	568	147	32
2978950	Accessibilité_du_web	201407	10	3	1	0	4	4	3	1	764	221	54	578	150	35
2978950	Accessibilité_du_web	201408	1	1	0	0	1	1	1	0	765	222	55	579	151	36
2978950	Accessibilité_du_web	201409	1	0	0	0	1	1	0	0	766	222	55	580	151	36
2978950	Accessibilité_du_web	201503	1	0	0	0	1	1	0	0	767	223	55	581	152	36
2978950	Accessibilité_du_web	201506	1	0	0	0	1	1	0	0	768	223	55	582	152	36
2978950	Accessibilité_du_web	201507	1	0	0	0	1	1	0	0	769	223	55	583	152	36
2978950	Accessibilité_du_web	201510	1	0	0	0	1	0	0	0	770	224	55	583	152	36
2978950	Accessibilité_du_web	201512	3	0	0	0	2	1	0	0	773	226	55	585	153	36
2978950	Accessibilité_du_web	201602	1	0	0	0	1	0	0	0	774	227	55	585	153	36
2978950	Accessibilité_du_web	201604	1	0	0	0	1	1	0	0	775	227	55	586	153	36
2978950	Accessibilité_du_web	201605	5	0	0	0	2	2	0	0	780	228	55	591	154	36
2978950	Accessibilité_du_web	201608	1	0	0	0	1	1	0	0	781	228	55	592	154	36
2978950	Accessibilité_du_web	201609	2	0	0	0	2	2	0	0	783	230	55	594	156	36
2978950	Accessibilité_du_web	201610	4	0	0	0	2	2	0	0	787	230	55	598	156	36
2978950	Accessibilité_du_web	201611	7	3	0	0	4	3	3	0	794	234	58	601	159	36
2978950	Accessibilité_du_web	201612	1	0	0	0	1	1	0	0	795	235	58	602	160	36
2978950	Accessibilité_du_web	201706	1	0	0	0	1	1	0	0	796	235	58	603	160	36
2978950	Accessibilité_du_web	201707	4	0	0	0	4	3	0	0	800	237	58	606	161	36
2978950	Accessibilité_du_web	201711	3	0	0	0	2	1	0	0	803	239	58	608	162	36
2978950	Accessibilité_du_web	201804	17	0	0	0	1	1	0	0	820	240	58	625	163	36
2978950	Accessibilité_du_web	201805	3	0	0	0	2	2	0	0	823	241	58	628	164	36
2978950	Accessibilité_du_web	201806	1	0	0	0	1	1	0	0	824	242	58	629	165	36
2978950	Accessibilité_du_web	201807	1	0	0	0	1	1	0	0	825	243	58	630	166	36
2751077	Accès_à_internet	201008	1	0	0	0	1	1	0	0	1	1	0	1	1	0
2751077	Accès_à_internet	201009	5	0	0	0	1	1	0	0	6	2	0	6	2	0
2751077	Accès_à_internet	201010	4	0	0	0	1	1	0	0	10	2	0	10	2	0
2751077	Accès_à_internet	201102	1	0	0	0	1	1	0	0	11	3	0	11	3	0
2751077	Accès_à_internet	201105	1	0	0	0	1	1	0	0	12	3	0	12	3	0
2751077	Accès_à_internet	201107	1	0	0	0	1	0	0	0	13	4	0	12	3	0
2751077	Accès_à_internet	201109	2	0	0	0	2	1	0	0	15	6	0	13	4	0
2751077	Accès_à_internet	201111	6	0	0	0	2	1	0	0	21	8	0	14	5	0
2751077	Accès_à_internet	201112	2	0	0	0	2	2	0	0	23	10	0	16	7	0
2751077	Accès_à_internet	201201	4	1	0	0	2	2	1	0	27	12	1	20	9	1
2751077	Accès_à_internet	201204	3	0	0	0	3	2	0	0	30	15	1	22	11	1
2751077	Accès_à_internet	201205	4	0	0	0	1	1	0	0	34	16	1	26	12	1
2751077	Accès_à_internet	201207	1	0	0	0	1	1	0	0	35	17	1	27	13	1
2751077	Accès_à_internet	201208	4	0	0	0	1	1	0	0	39	18	1	31	14	1
2751077	Accès_à_internet	201210	1	0	0	0	1	1	0	0	40	19	1	32	15	1
2751077	Accès_à_internet	201302	2	0	0	0	1	1	0	0	42	19	1	34	15	1
2751077	Accès_à_internet	201303	1	0	0	0	1	1	0	0	43	20	1	35	16	1
2751077	Accès_à_internet	201304	1	0	0	0	1	1	0	0	44	21	1	36	17	1
2751077	Accès_à_internet	201305	1	0	0	0	1	1	0	0	45	22	1	37	18	1
2751077	Accès_à_internet	201306	1	0	0	0	1	1	0	0	46	23	1	38	19	1
2751077	Accès_à_internet	201309	3	0	0	0	2	2	0	0	49	24	1	41	20	1
